timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-07-12T13:03:02,codecarbon,d885d861-f37a-4607-bc4f-327806ccb5c1,250.3468735218048,0.00033651548787204437,1.344196886256438e-06,42.5,0.0,5.093564987182617,0.002947984721925524,0,0.0003497964867026459,0.00329778120862817,Brazil,BRA,rio grande do norte,,,Linux-6.5.0-41-generic-x86_64-with-glibc2.35,3.12.3,2.5.0,4,AMD Ryzen 3 3200G with Radeon Vega Graphics,,,-35.2235,-5.8111,13.582839965820312,machine,N,1.0
