timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-07-12T11:53:50,codecarbon,bc81536a-80b3-4374-ace7-c5c7d7ad8235,542.3490693569183,0.0007315620898664,1.3488768234338835e-06,42.5,0.0,5.093564987182617,0.0064020666344298,0,0.0007670884263434,0.0071691550607732,Brazil,BRA,rio grande do norte,,,Linux-6.5.0-41-generic-x86_64-with-glibc2.35,3.12.3,2.5.0,4,AMD Ryzen 3 3200G with Radeon Vega Graphics,,,-35.2235,-5.8111,13.582839965820312,machine,N,1.0
2024-07-12T12:06:24,codecarbon,710b9b71-4987-4c32-975d-9147900c1355,553.98943400383,0.0007472715204443,1.3488912866869118e-06,42.5,0.0,5.093564987182617,0.0065395167264673,0,0.000783587459458,0.0073231041859253,Brazil,BRA,rio grande do norte,,,Linux-6.5.0-41-generic-x86_64-with-glibc2.35,3.12.3,2.5.0,4,AMD Ryzen 3 3200G with Radeon Vega Graphics,,,-35.2235,-5.8111,13.582839965820312,machine,N,1.0
2024-07-28T12:30:21,codecarbon,76710576-8b74-49a8-bf92-8b6e4756bb35,533.8151562213898,0.0007200808221376,1.3489328913677094e-06,42.5,0.0,5.093566417694092,0.0063015476867556,0,0.0007550933580747,0.0070566410448303,Brazil,BRA,rio grande do norte,,,Linux-6.5.0-45-generic-x86_64-with-glibc2.35,3.12.3,2.5.0,4,AMD Ryzen 3 3200G with Radeon Vega Graphics,,,-35.2235,-5.8111,13.582843780517578,machine,N,1.0
2024-07-28T13:04:33,codecarbon,fcaac849-fd75-4e71-baf4-823ab2538835,543.2885751724243,0.0007328450388192988,1.3489056687538747e-06,42.5,0.0,5.093566417694092,0.006413253723912769,0,0.0007684739675437619,0.007181727691456531,Brazil,BRA,rio grande do norte,,,Linux-6.5.0-45-generic-x86_64-with-glibc2.35,3.12.3,2.5.0,4,AMD Ryzen 3 3200G with Radeon Vega Graphics,,,-35.2235,-5.8111,13.582843780517578,machine,N,1.0
